ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,Label
6.83,-0.60,7.06,-0.09,0.00,0.00,2.97,-9.54,-1.57,-0.02,-0.05,0.02,benar
8.04,-0.54,6.15,-0.04,0.09,-0.03,2.14,-9.64,-3.51,-0.06,-0.07,0.03,benar
9.21,-0.04,4.35,-0.08,0.05,0.02,2.66,-8.88,2.53,0.03,-0.05,0.01,benar
4.67,-0.33,8.71,-0.16,0.05,-0.12,5.65,-7.52,-1.52,0.20,-0.03,0.04,benar
8.34,-0.71,5.62,-0.11,0.02,-0.02,4.33,-8.57,2.73,0.07,-0.06,0.00,benar
4.86,-0.61,8.62,-0.11,0.02,-0.00,5.09,-8.58,-1.26,0.00,-0.04,0.04,benar
8.98,-0.19,4.58,-0.07,0.03,0.02,3.97,-8.79,2.92,0.08,-0.10,0.01,benar
4.70,0.42,8.58,-0.06,0.04,0.01,4.00,-9.03,-0.76,0.09,-0.16,0.07,benar
4.22,0.04,8.78,-0.08,0.07,0.00,4.38,-9.01,-0.43,-0.05,-0.09,-0.00,benar
7.79,-0.55,6.11,-0.12,-0.05,-0.02,3.18,-9.02,-2.98,-0.01,-0.09,0.05,benar
9.29,0.28,4.20,-0.11,-0.01,0.00,2.28,-9.13,3.08,-0.07,-0.12,0.05,benar
7.61,0.16,6.84,-0.00,0.06,0.04,2.42,-9.78,-2.43,-0.06,-0.16,0.04,benar
6.59,-1.37,7.47,-0.19,0.03,-0.06,5.13,-8.87,-2.86,-0.03,0.05,0.06,benar
5.46,0.13,8.13,-0.06,0.07,0.00,5.49,-7.96,-1.58,0.02,-0.06,0.00,benar
6.10,0.56,7.75,-0.10,0.20,-0.04,5.36,-8.25,-1.38,-0.13,-0.05,-0.06,benar
9.30,0.41,4.39,-0.05,0.01,0.00,2.13,-9.12,3.10,0.16,-0.09,0.01,benar
7.85,-0.13,5.98,-0.08,0.10,0.03,3.02,-9.22,-2.99,0.11,-0.06,-0.03,benar
6.82,-0.28,7.02,-0.09,0.04,0.05,3.23,-9.65,-1.27,-0.02,-0.10,0.00,benar
6.99,-0.68,6.77,-0.13,0.05,0.00,3.99,-8.60,-3.21,0.08,-0.05,-0.00,benar
3.96,0.25,8.97,-0.08,0.05,0.00,4.43,-8.92,-1.07,0.01,-0.04,0.05,benar
8.92,-0.22,4.16,-0.15,0.30,-0.02,3.82,-9.33,2.18,-0.07,-0.02,-0.06,benar
8.62,-0.36,4.52,-0.29,0.05,-0.06,3.73,-8.35,2.59,-0.10,0.08,0.07,benar
8.86,-0.23,4.35,-0.09,-0.02,-0.01,4.07,-7.74,2.43,0.00,-0.14,-0.00,benar
7.86,-0.78,6.47,-0.01,0.16,-0.01,3.49,-8.78,-4.22,0.30,-0.07,0.02,benar
7.73,-0.27,6.51,-0.07,-0.01,-0.05,3.01,-9.26,-3.10,-0.03,-0.07,0.09,benar
7.52,-0.16,6.41,-0.14,0.04,0.01,1.57,-9.36,-2.06,0.33,0.10,0.07,benar
5.33,0.65,7.93,-0.04,0.03,0.05,4.67,-8.51,-1.42,0.09,-0.15,-0.07,benar
9.19,0.10,4.03,-0.12,0.02,-0.01,2.30,-8.96,2.43,-0.10,-0.01,0.04,benar
8.51,-0.41,5.14,-0.15,0.11,-0.02,1.91,-9.18,-3.63,0.30,0.03,0.10,benar
4.02,0.18,8.97,-0.10,0.03,-0.01,4.43,-8.92,-1.07,0.01,-0.04,0.05,benar
7.03,-0.80,6.56,-0.08,0.05,0.01,3.67,-8.83,-2.90,0.05,-0.15,-0.02,benar
5.55,-0.38,7.97,-0.12,0.05,-0.00,4.16,-8.45,-3.85,0.01,0.02,-0.01,benar
8.08,-0.44,5.96,-0.13,0.04,-0.02,3.77,-8.68,-3.08,-0.14,0.24,0.16,benar
4.66,-0.66,8.10,-0.10,0.09,0.01,5.40,-8.18,-1.22,0.06,-0.19,-0.01,benar
7.08,0.07,6.35,-0.17,0.02,-0.00,2.91,-9.49,-2.44,0.15,-0.03,-0.01,benar
8.09,-0.23,5.80,-0.04,0.08,-0.02,2.86,-8.89,-2.06,0.19,-0.08,-0.10,benar
8.10,-0.09,6.59,-0.07,0.03,0.02,1.97,-9.46,-4.00,-0.01,0.03,0.06,benar
5.05,0.13,8.58,-0.06,0.13,-0.04,4.61,-9.01,-1.33,0.01,-0.12,-0.03,benar
5.66,0.82,7.98,-0.08,0.12,-0.00,5.53,-7.90,-1.89,0.05,-0.03,-0.03,benar
5.85,-0.15,7.88,-0.09,0.01,-0.00,4.58,-8.46,-1.34,0.13,-0.12,0.01,benar
4.21,-0.22,8.39,-0.08,0.00,0.01,4.76,-8.32,-0.26,0.06,-0.09,-0.00,benar
9.54,-0.45,4.39,-0.12,0.17,-0.02,4.18,-8.68,2.63,-0.18,-0.14,-0.01,benar
6.62,0.30,7.58,-0.06,0.15,0.01,5.28,-8.16,-1.68,-0.01,-0.15,-0.03,benar
8.78,-0.16,4.78,-0.07,0.06,0.02,3.26,-8.56,2.73,-0.18,-0.10,0.00,benar
4.79,0.26,8.64,-0.15,-0.01,0.02,4.45,-9.19,-1.16,0.06,-0.12,0.06,benar
8.26,-0.88,7.81,-0.01,0.14,-0.00,3.68,-8.91,-2.88,0.03,-0.07,0.02,benar
9.34,0.27,3.80,-0.14,0.03,-0.00,2.05,-9.40,3.41,0.07,-0.05,0.06,benar
4.81,0.31,8.55,-0.11,0.05,-0.02,4.11,-8.96,-1.29,0.02,-0.08,-0.00,benar
9.17,0.37,4.18,-0.07,-0.00,-0.01,2.55,-9.14,2.58,0.16,-0.14,0.03,benar
5.17,-0.67,8.39,-0.08,0.08,0.00,5.34,-8.73,-0.98,-0.15,-0.17,-0.09,benar
7.68,0.24,5.89,-0.09,0.01,0.03,2.03,-9.16,-3.85,0.13,-0.11,0.01,benar
3.67,1.37,9.63,0.20,-0.10,-0.05,5.93,-8.88,-0.80,0.01,0.03,-0.07,benar
4.79,-0.58,8.73,-0.07,0.05,-0.03,5.35,-7.88,-1.32,-0.09,-0.04,0.02,benar
8.92,-0.15,4.72,-0.05,0.02,0.01,3.72,-9.30,3.12,0.02,-0.10,0.05,benar
5.37,-0.25,7.99,-0.11,0.01,-0.02,4.38,-9.23,-0.79,-0.10,-0.07,0.06,benar
8.54,-0.30,4.71,-0.05,0.09,0.01,3.63,-8.66,3.30,0.21,-0.03,0.04,benar
7.25,-0.63,6.94,-0.09,0.09,-0.01,3.36,-8.93,-2.77,0.08,-0.04,-0.02,benar
9.13,-0.21,4.88,-0.10,-0.05,-0.02,2.86,-8.75,3.07,0.02,-0.03,0.03,benar
8.88,0.12,4.27,-0.08,0.03,-0.03,2.13,-8.54,2.98,0.07,-0.07,-0.06,benar
4.44,1.21,8.97,0.03,0.30,0.02,3.97,-9.68,-0.88,-0.47,-0.02,-0.09,benar
4.76,-0.38,8.45,-0.12,0.08,-0.01,5.29,-7.99,-1.40,-0.07,-0.14,-0.04,benar
8.22,0.06,5.54,-0.14,0.07,0.00,2.82,-9.11,-2.52,0.15,-0.20,-0.09,benar
6.23,-0.59,7.72,-0.10,0.04,-0.01,4.38,-8.51,-3.54,-0.03,-0.06,0.01,benar
8.23,0.04,5.67,-0.07,0.03,-0.03,3.42,-9.18,-2.45,0.05,-0.03,0.05,benar
8.89,-0.24,4.35,-0.12,0.01,0.02,4.26,-8.64,2.26,-0.08,-0.14,0.01,benar
8.00,-0.27,6.06,-0.09,0.03,-0.02,2.64,-8.85,-3.74,0.14,0.01,0.10,benar
7.99,0.08,5.66,-0.14,0.06,-0.06,3.16,-9.33,-2.24,0.14,-0.12,-0.08,benar
5.55,0.07,8.18,0.02,-0.02,-0.04,5.84,-8.23,-2.14,-0.12,-0.06,0.02,benar
7.90,0.11,6.18,-0.07,-0.00,-0.00,2.80,-9.10,-3.54,-0.02,-0.10,0.09,benar
7.07,-0.48,5.98,0.06,0.11,0.06,3.09,-9.46,-1.52,-0.10,-0.25,-0.11,benar
5.53,-0.29,8.20,-0.13,0.17,-0.03,3.45,-9.33,-0.49,-0.05,-0.05,-0.02,benar
8.14,-0.99,5.72,-0.09,0.04,-0.01,4.57,-8.64,2.77,0.02,0.03,-0.01,benar
8.92,-0.54,4.95,-0.15,-0.00,-0.02,4.25,-8.66,3.06,-0.09,-0.02,0.02,benar
8.04,-0.20,5.98,-0.09,0.01,-0.01,1.98,-9.76,-1.69,-0.13,-0.08,0.02,benar
4.11,0.23,9.04,-0.10,0.10,0.01,4.71,-8.87,-0.62,0.05,-0.05,-0.02,benar
8.06,0.29,5.37,-0.11,0.04,0.02,2.66,-9.14,-3.67,-0.10,-0.06,-0.01,benar
5.77,-0.19,8.22,-0.11,0.08,-0.01,3.99,-9.38,-1.16,-0.16,-0.04,-0.03,benar
7.94,-0.04,5.72,-0.20,-0.08,-0.09,1.94,-8.63,-3.29,0.21,0.07,0.18,benar
5.47,-0.23,8.42,-0.16,0.08,-0.02,4.38,-8.70,-1.13,0.00,-0.01,-0.05,benar
5.12,-0.25,8.50,-0.02,0.11,0.02,3.17,-9.72,-0.89,-0.08,-0.05,0.04,benar
4.77,-0.45,6.81,-0.01,-0.24,-0.27,-1.52,4.22,-4.46,1.32,1.87,0.50,benar
8.17,-0.40,6.01,-0.10,0.05,0.02,2.42,-9.03,-4.48,0.01,-0.06,0.06,benar
8.20,-0.47,6.17,-0.13,0.11,0.01,3.00,-9.42,-2.80,0.08,0.02,-0.06,benar
8.88,-0.48,4.29,-0.09,0.04,-0.01,4.18,-8.57,2.74,-0.05,-0.11,0.03,benar
8.38,-0.12,5.48,-0.06,0.00,0.02,2.06,-9.87,-1.64,-0.00,-0.22,0.02,benar
6.90,-0.47,7.09,-0.11,0.03,0.03,3.30,-9.47,-1.28,-0.09,0.01,0.04,benar
8.18,0.16,4.67,-0.08,0.02,-0.00,3.93,-8.99,2.60,0.01,-0.23,0.03,benar
8.42,-0.13,6.68,-0.12,0.39,0.11,2.32,-9.00,-3.34,0.34,0.12,-0.09,benar
4.30,-0.74,8.53,-0.11,0.06,-0.01,5.96,-8.26,-1.13,0.02,-0.07,0.01,benar
6.24,-0.56,7.48,-0.10,-0.00,-0.02,4.55,-8.46,-2.86,0.03,-0.07,0.04,benar
4.79,-0.57,8.39,-0.11,0.04,-0.02,5.21,-8.19,-1.36,-0.14,-0.09,0.02,benar
8.16,0.02,6.11,-0.13,0.04,-0.04,1.50,-9.38,-2.29,-0.33,0.05,0.17,benar
7.77,-0.57,6.33,-0.10,-0.03,-0.04,2.67,-8.66,-3.05,0.22,0.17,0.14,benar
8.55,-0.46,5.83,-0.06,0.13,0.02,2.48,-9.08,-2.20,0.24,-0.11,0.02,benar
5.34,0.39,8.12,-0.08,0.07,-0.03,4.13,-8.55,-1.04,0.07,-0.05,0.05,benar
9.17,-0.11,4.47,-0.11,0.06,0.01,3.64,-8.94,2.60,0.08,-0.06,0.04,benar
8.31,-0.07,6.30,-0.03,0.01,0.08,4.70,-10.49,-2.98,0.31,-0.23,0.25,benar
-0.54,-0.32,9.45,-0.11,0.03,-0.00,9.02,-4.05,-0.71,-0.00,-0.04,0.04,salah
1.08,-0.48,9.63,-0.04,-0.06,-0.04,9.50,-1.72,-2.33,0.09,-0.06,0.04,salah
1.70,-2.07,9.39,-0.09,0.02,-0.02,9.49,-2.17,-1.92,0.13,-0.10,0.05,salah
1.07,0.89,8.71,-0.16,0.02,-0.07,8.43,1.53,-3.25,-0.32,-0.24,-0.37,salah
0.61,-0.03,9.51,-0.08,0.03,0.00,8.53,-4.82,-1.50,-0.04,-0.08,0.02,salah
3.87,-1.02,8.85,-0.08,0.02,-0.01,6.08,-6.56,-4.63,0.00,-0.09,0.00,salah
0.78,-0.16,9.47,-0.07,0.02,-0.00,9.71,1.15,-1.70,0.01,-0.07,0.05,salah
2.49,0.90,9.42,-0.09,0.04,0.02,7.76,-6.01,-0.24,0.14,-0.17,-0.09,salah
-0.40,-0.30,9.53,-0.09,0.04,0.02,9.03,-4.21,-0.55,0.02,-0.06,0.05,salah
3.82,0.10,9.10,-0.09,0.09,-0.04,7.35,-6.87,0.76,0.04,-0.09,0.07,salah
2.76,0.04,8.89,-0.11,0.27,0.20,8.27,-4.53,-2.88,0.33,0.05,-0.25,salah
0.53,-0.38,9.68,-0.11,-0.02,0.03,9.56,-0.92,-2.47,0.09,0.00,0.14,salah
3.11,-0.85,8.87,-0.10,-0.01,0.05,5.82,-7.03,-4.45,0.07,-0.02,0.01,salah
0.17,-0.42,9.80,-0.09,0.06,-0.06,9.39,-3.17,-1.23,-0.01,-0.03,0.07,salah
4.59,-1.26,8.49,-0.11,0.03,-0.01,5.55,-6.66,-4.64,-0.08,-0.06,0.03,salah
4.31,0.40,8.70,-0.10,0.06,-0.02,7.73,-5.00,-0.97,-0.07,-0.18,-0.08,salah
0.69,0.06,9.76,-0.12,0.08,0.04,8.84,-5.05,-0.89,0.09,-0.08,-0.00,salah
-0.23,-0.34,9.39,-0.12,0.12,0.00,8.83,-4.89,-0.51,-0.03,-0.10,-0.11,salah
1.18,0.15,9.50,-0.09,0.03,-0.00,9.72,0.15,-1.13,0.07,-0.05,0.04,salah
-0.30,-0.02,9.42,-0.11,0.04,0.02,9.10,-4.55,-1.03,0.18,-0.03,-0.05,salah
3.95,0.50,8.93,-0.10,0.06,0.02,7.63,-6.71,-1.04,0.09,-0.10,-0.03,salah
-0.39,-0.31,9.58,-0.10,0.02,0.01,9.10,-4.03,-0.99,-0.06,-0.10,0.05,salah
1.72,-1.83,9.33,-0.09,0.03,-0.00,9.70,-2.00,-2.17,0.02,-0.07,0.03,salah
2.73,0.64,9.29,-0.14,0.08,0.09,7.42,-6.55,0.81,-0.08,0.08,0.01,salah
0.87,0.18,9.59,-0.07,0.05,-0.05,8.72,-4.85,-1.20,0.04,-0.05,0.02,salah
3.79,-0.11,9.13,-0.05,0.09,-0.02,7.08,-6.45,0.70,-0.01,-0.17,0.05,salah
3.96,-0.17,9.05,-0.09,0.05,0.01,8.56,-5.29,0.28,0.02,-0.05,0.01,salah
3.77,0.00,8.96,-0.10,0.06,-0.00,8.49,-5.02,0.17,-0.04,-0.09,0.03,salah
0.90,-0.39,9.57,-0.09,0.07,-0.00,9.50,-0.22,-2.89,-0.05,-0.06,0.02,salah
5.61,0.34,8.23,-0.08,0.10,0.01,6.91,-7.32,-0.55,0.43,0.07,-0.03,salah
4.21,0.11,8.99,-0.13,0.11,-0.01,8.50,-5.01,0.27,-0.04,-0.19,-0.08,salah
3.71,-0.07,9.07,-0.10,0.04,-0.01,8.51,-5.17,0.08,0.04,-0.05,0.03,salah
1.95,-1.67,9.13,-0.10,0.01,0.03,9.45,-2.83,-2.32,-0.00,-0.05,0.01,salah
-1.00,0.85,8.87,-0.10,-0.84,0.14,8.88,-3.34,-1.54,0.79,0.39,1.24,salah
0.77,-0.50,9.62,-0.09,0.04,-0.01,9.73,1.07,-1.69,-0.05,-0.10,0.03,salah
3.55,-0.77,9.11,-0.11,0.00,-0.01,5.74,-7.10,-4.39,0.05,-0.07,0.01,salah
5.72,0.58,8.59,-0.03,0.00,-0.03,7.07,-7.64,-1.23,-0.22,-0.11,0.05,salah
3.45,0.56,9.11,-0.08,-0.00,0.08,8.38,-6.12,-0.72,-0.25,-0.12,0.15,salah
0.19,-0.89,9.41,-0.11,0.01,-0.04,9.44,-0.23,-2.80,-0.04,-0.05,0.20,salah
1.58,-0.43,9.54,-0.06,0.07,-0.05,9.51,-0.66,-2.61,-0.03,-0.09,-0.00,salah
-0.44,-0.30,9.52,-0.10,0.04,0.01,9.06,-3.98,-0.79,0.02,-0.09,0.00,salah
4.52,0.23,8.89,-0.05,0.08,0.03,7.54,-6.79,-0.30,-0.15,-0.04,0.01,salah
1.03,0.10,9.52,-0.10,0.03,0.02,9.87,0.02,-1.27,0.04,-0.09,0.01,salah
0.08,-0.50,9.61,-0.10,0.06,-0.00,9.45,-2.55,-1.82,0.07,-0.05,0.00,salah
3.67,-0.99,8.81,-0.09,0.07,-0.02,6.50,-6.89,-4.56,0.01,-0.03,-0.00,salah
3.67,-0.11,8.99,-0.08,0.07,0.01,8.41,-5.05,0.19,0.03,-0.07,0.01,salah
0.80,-0.42,9.57,-0.10,0.09,-0.02,9.85,0.93,-1.64,0.03,-0.04,0.03,salah
0.22,-0.52,10.07,-0.18,0.08,-0.01,9.63,-3.86,-1.23,-0.00,-0.06,0.06,salah
2.37,1.13,10.05,0.06,0.24,0.07,14.63,0.10,-5.18,0.22,-0.98,0.07,salah
1.07,0.24,9.54,-0.09,0.03,0.01,9.94,0.05,-1.30,0.04,-0.06,0.02,salah
1.19,0.22,9.49,-0.10,0.04,-0.01,9.87,0.16,-1.06,0.05,-0.04,0.03,salah
0.23,-0.66,9.53,-0.08,0.04,0.00,9.08,-4.14,-1.34,0.05,-0.06,0.04,salah
3.80,0.17,8.90,-0.09,0.23,-0.02,7.01,-7.47,0.12,0.11,0.04,-0.04,salah
1.67,-1.77,9.31,-0.10,0.03,0.02,9.71,-1.54,-2.39,0.04,-0.07,0.03,salah
1.02,-0.24,9.45,-0.10,0.03,-0.01,9.58,-2.01,-2.68,0.14,-0.04,0.03,salah
0.78,-0.06,9.67,-0.09,0.02,-0.00,8.65,-4.41,-1.23,0.07,-0.09,0.01,salah
3.36,-0.07,9.22,-0.08,0.03,-0.01,9.09,-4.27,-0.12,0.09,-0.02,0.05,salah
3.62,-0.37,8.87,-0.08,0.09,-0.00,8.65,-5.05,0.24,0.05,-0.08,-0.04,salah
1.83,-1.58,9.39,-0.09,0.03,0.04,9.46,-2.66,-2.33,0.02,-0.03,-0.01,salah
2.25,-1.03,9.69,-0.08,-0.16,-0.08,8.96,-3.51,-2.90,-0.13,-0.16,0.13,salah
2.04,-0.79,9.36,-0.08,0.01,-0.01,8.93,-3.70,-2.77,0.06,-0.07,0.04,salah
3.93,-0.14,9.58,-0.05,0.17,-0.04,7.58,-6.57,1.02,-0.06,-0.12,0.14,salah
1.11,-0.34,9.62,-0.10,0.05,-0.01,9.83,0.23,-1.44,0.02,-0.09,0.01,salah
1.26,-0.17,9.53,-0.09,0.05,-0.08,9.52,-1.93,-2.74,-0.07,-0.06,-0.02,salah
3.74,-0.99,9.01,-0.08,0.03,0.01,5.85,-7.36,-4.19,0.10,0.02,0.02,salah
0.37,-0.67,9.53,-0.09,0.05,0.01,9.08,-3.90,-1.33,0.00,-0.05,0.02,salah
4.29,-0.20,9.71,-0.17,0.02,0.03,6.61,-7.44,0.93,-0.12,-0.06,-0.01,salah
0.09,-0.93,9.57,-0.09,0.04,-0.05,9.42,0.52,-3.20,-0.01,-0.06,0.02,salah
-0.35,-0.39,9.60,-0.08,0.01,-0.00,8.74,-4.37,-0.55,0.07,-0.04,-0.00,salah
0.49,-0.14,9.65,-0.09,0.05,0.02,8.60,-4.64,-1.51,-0.07,-0.13,0.00,salah
3.11,-1.35,9.29,-0.09,0.02,-0.02,7.65,-5.15,-4.09,0.04,-0.02,0.00,salah
4.23,0.06,8.72,-0.09,0.08,0.03,7.07,-6.75,0.20,0.15,-0.10,0.01,salah
-0.45,-0.25,9.49,-0.10,0.04,-0.03,8.76,-4.07,-0.71,0.19,0.01,-0.04,salah
1.76,-1.94,9.23,-0.04,0.03,-0.01,9.39,-2.82,-2.15,0.03,-0.09,0.01,salah
3.28,0.10,9.15,-0.02,0.30,0.01,5.86,-8.10,-3.17,0.02,-0.10,-0.05,salah
4.35,0.06,8.84,-0.09,0.06,-0.02,7.03,-6.91,0.50,0.14,-0.05,0.03,salah
0.04,-0.18,9.47,0.01,0.12,-0.05,9.15,-2.96,-1.28,-0.06,-0.09,0.06,salah
0.49,-0.62,9.67,-0.06,0.01,-0.02,9.68,-1.98,-1.33,0.13,0.07,-0.01,salah
0.92,-0.30,9.65,-0.09,0.06,0.01,9.61,-0.39,-2.82,0.04,-0.07,-0.01,salah
3.51,0.11,9.01,-0.13,0.02,-0.02,7.03,-6.96,1.07,0.13,-0.05,0.09,salah
3.96,-0.25,8.86,-0.08,0.07,-0.01,8.60,-5.19,0.28,0.15,-0.09,0.00,salah
5.42,0.53,8.31,-0.06,0.01,0.02,7.07,-7.98,-0.06,-0.07,-0.09,-0.01,salah
1.54,-0.22,9.56,-0.06,0.09,-0.02,9.40,-0.26,-2.97,-0.04,-0.11,-0.08,salah
1.67,-2.00,9.36,-0.08,0.05,0.01,9.53,-2.03,-2.16,0.03,-0.08,0.01,salah
0.84,0.19,9.64,-0.09,0.04,-0.03,8.89,-4.56,-0.96,0.05,-0.06,0.04,salah
-0.18,-0.75,9.62,-0.08,0.09,-0.02,9.38,-0.84,-2.82,-0.14,-0.13,-0.39,salah
0.23,-0.73,9.69,-0.08,0.04,0.04,9.22,-3.62,-1.45,0.11,-0.08,0.03,salah
2.43,0.58,8.77,-0.03,0.25,-0.02,8.05,-6.11,-0.46,0.07,-0.10,-0.21,salah
3.62,-0.22,9.08,-0.08,0.05,-0.02,9.06,-4.19,-0.27,-0.03,-0.07,0.05,salah
1.62,0.43,9.65,-0.10,-0.04,0.03,9.42,-1.70,-2.88,0.15,-0.04,0.22,salah
1.78,-2.11,9.28,-0.08,0.03,-0.04,9.79,-2.04,-1.99,0.05,-0.10,0.02,salah
0.83,-0.22,9.55,-0.09,0.05,-0.00,9.62,-0.51,-2.83,0.03,-0.08,-0.01,salah
1.21,-0.36,9.54,-0.10,0.04,-0.01,9.86,0.05,-1.36,0.01,-0.07,0.01,salah
1.46,-0.46,9.60,-0.07,0.04,-0.00,9.64,-1.05,-2.56,0.23,0.00,0.03,salah
0.59,0.23,10.06,-0.04,-0.01,-0.03,8.06,-5.82,-1.03,0.02,-0.03,0.02,salah
1.02,-0.30,9.56,-0.08,0.06,0.01,9.53,-0.61,-2.76,0.05,-0.07,-0.03,salah
3.44,-0.07,9.08,-0.09,0.03,-0.02,8.97,-4.34,-0.00,0.04,-0.05,0.03,salah
1.70,-1.95,9.30,-0.10,0.04,0.01,9.52,-1.89,-2.06,0.02,-0.09,0.03,salah
3.38,-0.39,8.87,-0.14,0.02,-0.08,7.39,-6.39,-2.95,0.10,0.12,0.15,salah
4.01,-0.44,9.24,-0.10,-0.02,-0.03,7.09,-5.56,-3.08,-0.30,-0.07,0.19,salah
3.60,0.74,9.00,-0.15,0.04,0.03,7.48,-6.16,-1.65,0.17,-0.04,-0.00,salah
1.71,-2.01,9.31,-0.12,0.03,0.01,9.85,-2.20,-1.91,-0.03,-0.09,0.03,salah
0.36,-0.36,9.54,-0.09,0.06,0.01,9.25,-3.13,-1.46,0.04,-0.05,-0.01,salah
-1.33,-0.51,9.52,-0.08,-0.02,0.04,8.58,-4.82,-0.55,0.02,-0.08,-0.09,salah
1.64,-1.13,9.52,-0.12,0.08,0.07,9.03,-3.47,-2.80,0.10,-0.07,0.02,salah
1.12,-0.25,9.60,-0.08,0.07,-0.00,9.53,-0.35,-2.88,0.03,-0.08,-0.05,salah
0.63,0.06,9.69,-0.06,0.05,0.03,9.16,-4.55,-1.22,-0.01,-0.09,0.05,salah
3.33,-0.07,8.77,-0.03,0.18,-0.12,6.97,-6.81,-2.97,-0.02,-0.02,-0.08,salah
1.23,-0.30,9.59,-0.09,0.03,-0.09,9.62,-2.00,-2.57,-0.08,-0.05,0.05,salah
3.62,0.13,9.11,-0.10,0.05,0.03,6.98,-6.91,1.38,0.10,-0.15,-0.06,salah
0.12,-0.94,9.14,-0.16,0.00,-0.05,9.15,0.14,-2.50,0.55,0.19,0.26,salah
0.78,-0.03,9.42,-0.11,0.13,0.02,8.31,-5.69,-1.16,0.02,-0.11,-0.07,salah
0.99,-0.41,9.56,-0.09,0.03,0.01,9.48,-1.62,-2.86,0.16,-0.20,0.06,salah
1.40,-0.59,9.42,-0.08,0.10,-0.01,9.71,-1.14,-2.41,0.07,-0.03,-0.04,salah
1.61,-1.84,9.41,-0.09,0.04,-0.00,9.57,-1.66,-2.30,0.02,-0.07,0.02,salah
0.43,-0.53,9.62,-0.11,0.04,0.05,9.07,-3.83,-1.57,0.05,-0.11,0.01,salah
2.93,0.14,8.92,-0.00,0.16,-0.03,8.88,-3.64,-0.03,-0.07,-0.24,-0.15,salah
3.57,-0.12,9.21,-0.07,0.05,-0.01,7.11,-6.94,1.25,-0.01,-0.07,0.03,salah
1.18,-0.37,9.66,-0.09,-0.00,0.01,9.47,-0.97,-2.75,-0.14,-0.13,0.34,salah
1.23,-0.54,9.56,-0.11,0.01,0.00,9.53,-0.66,-2.29,0.47,0.03,0.12,salah
3.37,-0.03,8.84,-0.10,0.02,0.01,7.36,-6.55,0.70,-0.07,-0.07,-0.02,salah
-0.03,-0.99,9.57,-0.07,0.05,-0.02,9.68,-0.55,-2.98,-0.06,-0.08,-0.05,salah
0.45,-0.45,9.63,-0.10,0.05,-0.04,9.62,-3.24,-1.82,0.07,-0.02,0.04,salah
2.64,0.14,9.89,-0.26,-0.01,-0.13,8.57,-5.38,-2.73,-0.31,0.09,0.09,salah
1.29,0.91,9.36,0.10,-0.08,0.01,7.63,-5.19,-3.75,0.32,-0.06,0.43,salah
5.49,-0.08,7.92,-0.12,0.06,-0.09,6.82,-6.59,-0.45,0.01,-0.02,0.00,salah
3.46,0.18,9.05,-0.07,0.04,-0.03,9.02,-4.24,-0.50,-0.00,-0.01,0.03,salah
5.43,0.87,7.45,-0.10,0.06,-0.01,7.11,-7.99,-0.71,-0.23,-0.09,0.02,salah
3.86,-0.05,9.01,-0.10,0.07,-0.02,8.59,-5.15,0.22,0.08,-0.09,0.01,salah
1.80,-1.24,9.38,-0.09,0.03,-0.02,9.25,-2.70,-2.54,-0.03,-0.06,0.02,salah
0.09,-0.42,9.66,-0.10,0.06,0.02,8.54,-5.25,-0.82,-0.02,-0.09,-0.02,salah
0.86,-0.78,9.49,-0.05,0.06,-0.16,9.53,-0.35,-2.74,-0.02,-0.03,-0.03,salah
0.95,-0.33,9.63,-0.09,0.06,-0.02,9.74,1.29,-1.85,0.02,-0.06,0.03,salah
1.47,-1.56,9.32,-0.03,0.13,-0.05,9.25,-2.53,-2.61,-0.04,-0.06,0.04,salah
3.77,-0.09,9.71,-0.21,0.03,0.01,6.76,-7.38,1.32,0.07,0.06,0.11,salah
0.93,-0.11,9.54,-0.09,0.09,-0.05,9.34,-1.75,-2.69,-0.03,-0.10,-0.05,salah
3.80,-0.06,9.02,-0.10,0.05,-0.02,8.56,-5.33,0.36,0.10,-0.09,0.00,salah
3.69,0.02,9.03,-0.09,0.05,-0.01,8.49,-5.22,0.10,0.03,-0.08,0.01,salah
0.86,-0.17,9.70,-0.13,0.02,0.03,9.86,0.97,-1.56,0.05,-0.06,0.02,salah
0.77,-0.29,9.70,-0.07,-0.01,0.03,9.50,-1.85,-2.72,-0.08,-0.06,0.13,salah
0.87,-0.25,9.59,-0.10,0.03,0.01,8.71,-5.08,-0.85,0.02,0.02,0.03,salah
3.56,0.12,8.99,-0.11,0.13,-0.01,7.60,-6.50,0.34,0.12,-0.10,-0.03,salah
2.08,0.18,9.45,-0.17,0.12,-0.02,7.54,-5.70,-2.87,-0.15,-0.00,-0.25,salah
-0.02,-0.85,9.63,-0.09,0.04,-0.03,9.53,0.42,-3.08,0.02,-0.07,0.03,salah
0.33,-0.05,9.68,-0.08,0.04,-0.02,8.89,-4.89,-1.19,0.01,-0.05,-0.01,salah
0.50,-0.63,9.67,-0.09,0.03,-0.01,9.82,-1.30,-1.46,0.06,-0.06,0.03,salah
3.72,-0.27,9.04,-0.04,0.08,0.05,7.46,-6.54,1.12,0.06,-0.10,-0.00,salah
0.41,0.00,9.54,-0.11,0.02,0.01,8.75,-4.70,-1.24,0.11,-0.10,0.02,salah
